Year,Measurement_Region,January_Average_Temperature,February_Average_Temperature,March_Average_Temperature,April_Average_Temperature,May_Average_Temperature,June_Average_Temperature,July_Average_Temperature,August_Average_Temperature,September_Average_Temperature,October_Average_Temperature,November_Average_Temperature,December_Average_Temperature,January_December_Average_Temperature,December_November_Average_Temperature,Seasonal_Temperature_December_January_February,Seasonal_Temperature_March_April_May,Seasonal_Temperature_June_July_August,Seasonal_Temperature_September_October_November
1921,Southern Hemisphere Land & Ocean,-0.29,-0.28,-0.38,-0.44,-0.33,-0.4,-0.25,-0.22,-0.19,-0.05,-0.17,-0.2,-0.27,-0.27,-0.26,-0.38,-0.29,-0.14
1921,Global Land,0,-0.15,-0.1,-0.17,-0.17,-0.09,0.03,-0.45,-0.12,-0.09,-0.24,-0.16,-0.14,-0.17,-0.21,-0.15,-0.17,-0.15
1921,Northern Hemisphere Land,0.43,-0.11,0.09,-0.04,-0.23,-0.02,0.15,-0.24,-0.21,-0.08,-0.24,-0.12,-0.05,-0.11,-0.15,-0.06,-0.04,-0.18
1921,Southern Hemisphere Land,-0.38,-0.16,-0.25,-0.32,-0.1,-0.12,-0.11,-0.62,-0.06,-0.07,-0.24,-0.17,-0.22,-0.22,-0.25,-0.22,-0.29,-0.12
1920,Global Land & Ocean,-0.21,-0.22,-0.07,-0.25,-0.26,-0.35,-0.3,-0.23,-0.18,-0.25,-0.25,-0.43,-0.25,-0.25,-0.28,-0.19,-0.3,-0.23
1920,Northern Hemisphere Land & Ocean,-0.08,-0.19,0.09,-0.23,-0.21,-0.25,-0.22,-0.27,-0.29,-0.37,-0.42,-0.65,-0.26,-0.25,-0.27,-0.12,-0.25,-0.36
1920,Southern Hemisphere Land & Ocean,-0.34,-0.24,-0.22,-0.27,-0.3,-0.45,-0.37,-0.19,-0.07,-0.14,-0.09,-0.2,-0.24,-0.24,-0.28,-0.26,-0.34,-0.1
1920,Global Land,-0.1,-0.26,-0.14,-0.18,-0.31,-0.37,-0.2,-0.13,-0.14,-0.42,-0.31,-0.47,-0.25,-0.24,-0.21,-0.21,-0.23,-0.29
1920,Northern Hemisphere Land,-0.01,-0.21,0.17,-0.21,-0.22,-0.21,-0.09,-0.11,-0.26,-0.39,-0.51,-0.77,-0.24,-0.22,-0.28,-0.09,-0.14,-0.39
1920,Southern Hemisphere Land,-0.11,-0.29,-0.35,-0.2,-0.36,-0.49,-0.29,-0.15,-0.01,-0.43,-0.14,-0.22,-0.25,-0.23,-0.13,-0.3,-0.31,-0.19
1919,Global Land & Ocean,-0.2,-0.22,-0.19,-0.12,-0.27,-0.36,-0.28,-0.32,-0.21,-0.18,-0.4,-0.4,-0.26,-0.25,-0.23,-0.19,-0.32,-0.27
1919,Northern Hemisphere Land & Ocean,-0.38,-0.38,-0.36,-0.24,-0.43,-0.4,-0.33,-0.29,-0.13,-0.07,-0.47,-0.54,-0.33,-0.33,-0.43,-0.34,-0.34,-0.22
1919,Southern Hemisphere Land & Ocean,-0.01,-0.07,-0.02,-0.02,-0.11,-0.31,-0.23,-0.36,-0.29,-0.3,-0.34,-0.27,-0.19,-0.17,-0.03,-0.05,-0.3,-0.31
1919,Global Land,-0.29,-0.22,-0.1,-0.12,-0.14,-0.15,-0.06,-0.07,-0.17,-0.05,-0.42,-0.27,-0.17,-0.18,-0.28,-0.12,-0.09,-0.21
1919,Northern Hemisphere Land,-0.53,-0.53,-0.45,-0.32,-0.36,-0.32,-0.26,-0.06,0,0.03,-0.57,-0.63,-0.33,-0.34,-0.58,-0.38,-0.21,-0.18
1919,Southern Hemisphere Land,-0.16,-0.06,0.14,0.07,0.03,-0.02,0.06,-0.14,-0.31,-0.16,-0.34,0.01,-0.07,-0.08,-0.1,0.08,-0.03,-0.27
1918,Global Land & Ocean,-0.42,-0.31,-0.24,-0.44,-0.45,-0.35,-0.31,-0.29,-0.14,-0.05,-0.1,-0.27,-0.28,-0.31,-0.46,-0.38,-0.32,-0.1
1918,Northern Hemisphere Land & Ocean,-0.58,-0.39,-0.23,-0.61,-0.53,-0.43,-0.37,-0.33,-0.22,-0.03,-0.2,-0.53,-0.37,-0.41,-0.68,-0.46,-0.37,-0.15
1918,Southern Hemisphere Land & Ocean,-0.27,-0.24,-0.26,-0.29,-0.37,-0.28,-0.25,-0.26,-0.07,-0.06,0.02,-0.01,-0.2,-0.22,-0.26,-0.31,-0.27,-0.04
1918,Global Land,-0.61,-0.57,-0.49,-0.53,-0.76,-0.43,-0.47,-0.46,-0.15,0.03,-0.23,-0.34,-0.42,-0.47,-0.7,-0.59,-0.46,-0.12
1918,Northern Hemisphere Land,-0.85,-0.5,-0.22,-0.79,-0.62,-0.49,-0.34,-0.34,-0.18,0.11,-0.4,-0.69,-0.44,-0.52,-0.98,-0.54,-0.39,-0.16
1918,Southern Hemisphere Land,-0.44,-0.71,-0.73,-0.33,-0.89,-0.39,-0.66,-0.57,-0.16,-0.04,-0.11,-0.07,-0.42,-0.46,-0.54,-0.65,-0.54,-0.1
1917,Global Land & Ocean,-0.58,-0.61,-0.6,-0.5,-0.54,-0.43,-0.25,-0.21,-0.17,-0.4,-0.28,-0.66,-0.44,-0.45,-0.66,-0.55,-0.29,-0.28
1917,Northern Hemisphere Land & Ocean,-0.56,-0.64,-0.68,-0.56,-0.73,-0.48,-0.32,-0.39,-0.23,-0.57,-0.21,-1.07,-0.54,-0.54,-0.77,-0.66,-0.4,-0.34
1917,Southern Hemisphere Land & Ocean,-0.61,-0.59,-0.52,-0.45,-0.36,-0.38,-0.18,-0.04,-0.12,-0.24,-0.34,-0.28,-0.34,-0.36,-0.57,-0.45,-0.2,-0.23
1917,Global Land,-0.5,-0.73,-0.77,-0.52,-0.77,-0.44,0.01,-0.37,-0.3,-0.48,-0.32,-0.92,-0.51,-0.5,-0.67,-0.69,-0.27,-0.37
1917,Northern Hemisphere Land,-0.66,-0.79,-0.83,-0.61,-0.9,-0.38,-0.16,-0.26,-0.18,-0.68,-0.34,-1.6,-0.62,-0.59,-0.91,-0.78,-0.27,-0.4
1917,Southern Hemisphere Land,-0.43,-0.7,-0.76,-0.47,-0.68,-0.52,0.19,-0.47,-0.38,-0.35,-0.3,-0.46,-0.45,-0.44,-0.52,-0.64,-0.27,-0.35
1916,Global Land & Ocean,-0.08,-0.12,-0.28,-0.29,-0.32,-0.46,-0.35,-0.25,-0.31,-0.27,-0.39,-0.79,-0.33,-0.27,-0.12,-0.3,-0.35,-0.32
1916,Northern Hemisphere Land & Ocean,-0.01,-0.11,-0.4,-0.34,-0.33,-0.43,-0.3,-0.31,-0.41,-0.26,-0.35,-1.1,-0.36,-0.28,-0.09,-0.35,-0.35,-0.34
1916,Southern Hemisphere Land & Ocean,-0.16,-0.14,-0.17,-0.25,-0.31,-0.49,-0.41,-0.2,-0.22,-0.28,-0.44,-0.51,-0.3,-0.27,-0.15,-0.24,-0.36,-0.31
1916,Global Land,-0.05,-0.12,-0.45,-0.28,-0.34,-0.48,-0.35,-0.1,-0.17,-0.13,-0.36,-0.79,-0.3,-0.24,-0.09,-0.36,-0.31,-0.22
1916,Northern Hemisphere Land,0.15,-0.1,-0.61,-0.31,-0.26,-0.33,-0.15,-0.1,-0.33,-0.15,-0.25,-1.28,-0.31,-0.21,-0.02,-0.39,-0.19,-0.24
1916,Southern Hemisphere Land,-0.23,-0.13,-0.35,-0.26,-0.43,-0.61,-0.51,-0.05,0.01,-0.08,-0.46,-0.43,-0.29,-0.27,-0.16,-0.34,-0.39,-0.18
1915,Global Land & Ocean,-0.17,0,-0.09,0.06,-0.06,-0.2,-0.1,-0.2,-0.16,-0.25,-0.12,-0.16,-0.12,-0.11,-0.08,-0.03,-0.17,-0.18
1915,Northern Hemisphere Land & Ocean,-0.2,-0.04,-0.23,0.05,-0.05,-0.1,-0.07,-0.14,-0.14,-0.29,-0.02,-0.16,-0.11,-0.11,-0.12,-0.07,-0.1,-0.15
1915,Southern Hemisphere Land & Ocean,-0.14,0.03,0.05,0.07,-0.07,-0.29,-0.12,-0.24,-0.19,-0.2,-0.21,-0.17,-0.12,-0.11,-0.04,0.02,-0.22,-0.2
1915,Global Land,-0.16,0.06,-0.09,-0.01,-0.2,-0.2,0.04,-0.18,0,-0.09,0.06,-0.1,-0.07,-0.08,-0.1,-0.1,-0.12,-0.01
1915,Northern Hemisphere Land,-0.21,-0.06,-0.27,0.16,0.03,0.06,0.01,-0.05,-0.08,-0.25,0.04,-0.1,-0.06,-0.08,-0.19,-0.03,0.01,-0.1
1915,Southern Hemisphere Land,-0.14,0.18,0.09,-0.1,-0.38,-0.45,0.05,-0.33,0.05,0.01,0.04,-0.13,-0.09,-0.09,-0.03,-0.13,-0.24,0.04
1914,Global Land & Ocean,0.04,-0.11,-0.22,-0.29,-0.23,-0.27,-0.24,-0.14,-0.13,-0.04,-0.18,-0.08,-0.16,-0.15,-0.03,-0.25,-0.22,-0.12
1914,Northern Hemisphere Land & Ocean,0.17,-0.12,-0.31,-0.37,-0.25,-0.28,-0.37,-0.24,-0.25,-0.02,-0.27,-0.13,-0.2,-0.18,0.05,-0.31,-0.3,-0.18
1914,Southern Hemisphere Land & Ocean,-0.09,-0.1,-0.13,-0.2,-0.21,-0.25,-0.11,-0.05,-0.01,-0.06,-0.08,-0.02,-0.11,-0.12,-0.11,-0.18,-0.13,-0.05
1914,Global Land,0.15,-0.03,-0.03,-0.19,-0.01,-0.09,-0.2,-0.07,-0.06,0.13,-0.32,-0.2,-0.08,-0.06,0.06,-0.08,-0.12,-0.08
1914,Northern Hemisphere Land,0.33,-0.07,-0.22,-0.43,-0.2,-0.23,-0.27,-0.13,-0.22,0.08,-0.32,-0.29,-0.16,-0.12,0.15,-0.29,-0.21,-0.15
1914,Southern Hemisphere Land,0.01,0.03,0.12,0.06,0.14,0.03,-0.19,-0.04,0.05,0.15,-0.37,-0.14,-0.01,0,0.02,0.11,-0.07,-0.06
1913,Global Land & Ocean,-0.41,-0.43,-0.43,-0.4,-0.47,-0.49,-0.36,-0.34,-0.36,-0.34,-0.19,-0.03,-0.35,-0.39,-0.42,-0.43,-0.4,-0.29
1913,Northern Hemisphere Land & Ocean,-0.57,-0.59,-0.45,-0.51,-0.62,-0.57,-0.57,-0.48,-0.44,-0.43,-0.13,0.09,-0.44,-0.5,-0.58,-0.53,-0.54,-0.33
1913,Southern Hemisphere Land & Ocean,-0.25,-0.27,-0.41,-0.28,-0.31,-0.39,-0.15,-0.19,-0.27,-0.25,-0.23,-0.15,-0.26,-0.27,-0.27,-0.33,-0.24,-0.25
1913,Global Land,-0.44,-0.47,-0.56,-0.3,-0.62,-0.6,-0.22,-0.2,-0.2,-0.28,-0.13,0.06,-0.33,-0.36,-0.41,-0.49,-0.34,-0.2
1913,Northern Hemisphere Land,-0.62,-0.66,-0.47,-0.43,-0.69,-0.54,-0.53,-0.41,-0.43,-0.47,-0.05,0.19,-0.43,-0.49,-0.63,-0.53,-0.5,-0.31
1913,Southern Hemisphere Land,-0.32,-0.33,-0.58,-0.18,-0.56,-0.67,0.06,-0.02,-0.04,-0.14,-0.13,0.02,-0.24,-0.25,-0.26,-0.44,-0.21,-0.1
1912,Global Land & Ocean,-0.26,-0.12,-0.35,-0.2,-0.22,-0.26,-0.44,-0.55,-0.51,-0.56,-0.38,-0.43,-0.36,-0.34,-0.2,-0.25,-0.42,-0.48
1912,Northern Hemisphere Land & Ocean,-0.36,-0.12,-0.56,-0.23,-0.16,-0.19,-0.56,-0.78,-0.72,-0.82,-0.49,-0.58,-0.46,-0.44,-0.26,-0.31,-0.51,-0.68
1912,Southern Hemisphere Land & Ocean,-0.16,-0.11,-0.13,-0.16,-0.26,-0.32,-0.32,-0.32,-0.31,-0.31,-0.26,-0.29,-0.25,-0.23,-0.13,-0.19,-0.32,-0.29
1912,Global Land,-0.16,-0.1,-0.41,-0.28,-0.17,-0.24,-0.49,-0.62,-0.34,-0.46,-0.41,-0.32,-0.33,-0.33,-0.16,-0.29,-0.45,-0.4
1912,Northern Hemisphere Land,-0.47,-0.05,-0.67,-0.26,-0.05,-0.15,-0.67,-0.93,-0.76,-1.01,-0.51,-0.59,-0.51,-0.48,-0.24,-0.33,-0.58,-0.76
1912,Southern Hemisphere Land,0.13,-0.12,-0.23,-0.28,-0.28,-0.33,-0.36,-0.37,-0.01,-0.04,-0.29,-0.12,-0.19,-0.2,-0.06,-0.26,-0.35,-0.11
1911,Global Land & Ocean,-0.63,-0.57,-0.59,-0.53,-0.51,-0.47,-0.4,-0.41,-0.37,-0.22,-0.17,-0.22,-0.42,-0.46,-0.62,-0.55,-0.43,-0.26
1911,Northern Hemisphere Land & Ocean,-0.73,-0.57,-0.59,-0.44,-0.46,-0.31,-0.37,-0.4,-0.31,-0.11,-0.11,-0.3,-0.39,-0.43,-0.7,-0.5,-0.36,-0.18
1911,Southern Hemisphere Land & Ocean,-0.52,-0.57,-0.6,-0.63,-0.56,-0.62,-0.44,-0.43,-0.44,-0.33,-0.23,-0.12,-0.46,-0.49,-0.54,-0.6,-0.5,-0.33
1911,Global Land,-0.64,-0.64,-0.59,-0.51,-0.36,-0.36,-0.14,-0.23,-0.24,-0.16,-0.12,-0.23,-0.35,-0.39,-0.64,-0.49,-0.24,-0.17
1911,Northern Hemisphere Land,-0.88,-0.72,-0.67,-0.45,-0.33,-0.12,-0.05,-0.14,-0.16,-0.08,-0.07,-0.2,-0.32,-0.38,-0.84,-0.48,-0.1,-0.1
1911,Southern Hemisphere Land,-0.49,-0.57,-0.54,-0.61,-0.41,-0.61,-0.24,-0.33,-0.37,-0.23,-0.12,-0.18,-0.39,-0.41,-0.49,-0.52,-0.39,-0.24
1910,Global Land & Ocean,-0.45,-0.44,-0.51,-0.41,-0.36,-0.38,-0.35,-0.37,-0.36,-0.38,-0.54,-0.66,-0.43,-0.43,-0.48,-0.43,-0.37,-0.43
1910,Northern Hemisphere Land & Ocean,-0.4,-0.43,-0.49,-0.38,-0.33,-0.45,-0.4,-0.42,-0.37,-0.26,-0.55,-0.79,-0.44,-0.42,-0.46,-0.4,-0.42,-0.39
1910,Southern Hemisphere Land & Ocean,-0.5,-0.46,-0.54,-0.45,-0.38,-0.31,-0.31,-0.33,-0.35,-0.5,-0.53,-0.54,-0.43,-0.44,-0.51,-0.46,-0.32,-0.46
1910,Global Land,-0.45,-0.38,-0.46,-0.3,-0.25,-0.34,-0.23,-0.14,-0.09,-0.29,-0.51,-0.64,-0.34,-0.33,-0.46,-0.34,-0.24,-0.29
1910,Northern Hemisphere Land,-0.45,-0.42,-0.31,-0.21,-0.31,-0.4,-0.17,-0.22,-0.25,-0.07,-0.58,-0.93,-0.36,-0.34,-0.51,-0.28,-0.26,-0.3
1910,Southern Hemisphere Land,-0.43,-0.37,-0.59,-0.39,-0.23,-0.36,-0.26,-0.06,0.06,-0.49,-0.53,-0.41,-0.34,-0.34,-0.41,-0.4,-0.23,-0.32
1909,Global Land & Ocean,-0.69,-0.47,-0.52,-0.61,-0.57,-0.53,-0.46,-0.32,-0.36,-0.37,-0.31,-0.55,-0.48,-0.48,-0.55,-0.56,-0.43,-0.35
1909,Northern Hemisphere Land & Ocean,-0.88,-0.48,-0.62,-0.69,-0.53,-0.53,-0.44,-0.32,-0.33,-0.3,-0.11,-0.56,-0.48,-0.48,-0.64,-0.61,-0.43,-0.24
1909,Southern Hemisphere Land & Ocean,-0.51,-0.47,-0.41,-0.52,-0.6,-0.53,-0.47,-0.32,-0.4,-0.46,-0.52,-0.56,-0.48,-0.47,-0.48,-0.51,-0.44,-0.46
1909,Global Land,-0.78,-0.58,-0.49,-0.61,-0.59,-0.42,-0.34,-0.1,-0.19,-0.17,-0.14,-0.54,-0.41,-0.4,-0.59,-0.57,-0.29,-0.17
1909,Northern Hemisphere Land,-1.07,-0.51,-0.68,-0.61,-0.54,-0.38,-0.26,-0.1,-0.13,-0.16,0.14,-0.66,-0.41,-0.4,-0.7,-0.61,-0.24,-0.05
1909,Southern Hemisphere Land,-0.64,-0.7,-0.44,-0.63,-0.69,-0.46,-0.41,-0.1,-0.24,-0.21,-0.41,-0.44,-0.45,-0.44,-0.56,-0.59,-0.32,-0.29
1908,Global Land & Ocean,-0.44,-0.31,-0.54,-0.46,-0.42,-0.42,-0.4,-0.47,-0.36,-0.46,-0.51,-0.5,-0.44,-0.44,-0.41,-0.47,-0.43,-0.44
1908,Northern Hemisphere Land & Ocean,-0.54,-0.26,-0.69,-0.5,-0.38,-0.38,-0.42,-0.58,-0.31,-0.46,-0.6,-0.56,-0.47,-0.48,-0.47,-0.52,-0.46,-0.46
1908,Southern Hemisphere Land & Ocean,-0.34,-0.37,-0.4,-0.42,-0.46,-0.46,-0.39,-0.37,-0.42,-0.46,-0.42,-0.45,-0.41,-0.41,-0.36,-0.43,-0.41,-0.43
1908,Global Land,-0.38,-0.33,-0.52,-0.46,-0.34,-0.44,-0.41,-0.4,-0.17,-0.41,-0.59,-0.41,-0.4,-0.42,-0.46,-0.44,-0.41,-0.39
1908,Northern Hemisphere Land,-0.55,-0.22,-0.72,-0.4,-0.28,-0.21,-0.19,-0.44,-0.16,-0.33,-0.73,-0.53,-0.4,-0.41,-0.48,-0.47,-0.28,-0.41
1908,Southern Hemisphere Land,-0.3,-0.44,-0.42,-0.58,-0.42,-0.71,-0.58,-0.36,-0.21,-0.48,-0.49,-0.34,-0.44,-0.47,-0.48,-0.47,-0.55,-0.39
1907,Global Land & Ocean,-0.42,-0.52,-0.27,-0.39,-0.47,-0.44,-0.37,-0.36,-0.34,-0.25,-0.49,-0.49,-0.4,-0.37,-0.37,-0.37,-0.39,-0.36
1907,Northern Hemisphere Land & Ocean,-0.55,-0.73,-0.28,-0.48,-0.62,-0.52,-0.43,-0.38,-0.38,-0.21,-0.61,-0.6,-0.48,-0.43,-0.43,-0.46,-0.45,-0.4
1907,Southern Hemisphere Land & Ocean,-0.29,-0.31,-0.25,-0.29,-0.33,-0.35,-0.32,-0.33,-0.3,-0.28,-0.37,-0.37,-0.32,-0.31,-0.31,-0.29,-0.33,-0.32
1907,Global Land,-0.48,-0.67,-0.44,-0.59,-0.59,-0.66,-0.43,-0.55,-0.4,-0.33,-0.6,-0.67,-0.53,-0.5,-0.47,-0.54,-0.55,-0.44
1907,Northern Hemisphere Land,-0.67,-1.16,-0.45,-0.76,-0.81,-0.7,-0.46,-0.4,-0.28,-0.12,-0.76,-0.66,-0.6,-0.54,-0.59,-0.67,-0.52,-0.38
1907,Southern Hemisphere Land,-0.42,-0.3,-0.45,-0.43,-0.43,-0.66,-0.46,-0.7,-0.54,-0.5,-0.55,-0.72,-0.51,-0.5,-0.42,-0.44,-0.61,-0.53
1906,Global Land & Ocean,-0.29,-0.31,-0.17,-0.05,-0.25,-0.21,-0.25,-0.2,-0.27,-0.19,-0.39,-0.17,-0.23,-0.23,-0.26,-0.15,-0.22,-0.28
1906,Northern Hemisphere Land & Ocean,-0.57,-0.59,-0.19,0.05,-0.24,-0.11,-0.29,-0.13,-0.21,-0.15,-0.41,0,-0.24,-0.26,-0.48,-0.13,-0.18,-0.26
1906,Southern Hemisphere Land & Ocean,0.01,-0.02,-0.15,-0.14,-0.25,-0.31,-0.22,-0.27,-0.33,-0.24,-0.38,-0.35,-0.22,-0.2,-0.04,-0.18,-0.27,-0.32
1906,Global Land,-0.17,-0.33,-0.33,0.06,-0.2,-0.22,-0.21,-0.16,-0.3,-0.18,-0.53,-0.26,-0.24,-0.24,-0.25,-0.16,-0.2,-0.34
1906,Northern Hemisphere Land,-0.7,-0.82,-0.29,0.12,-0.15,0.04,-0.16,0.05,-0.04,0.02,-0.56,0.06,-0.2,-0.23,-0.61,-0.11,-0.03,-0.19
1906,Southern Hemisphere Land,0.27,0.08,-0.33,0.04,-0.25,-0.44,-0.27,-0.35,-0.55,-0.37,-0.59,-0.55,-0.27,-0.24,0.06,-0.18,-0.35,-0.5
1905,Global Land & Ocean,-0.4,-0.6,-0.23,-0.36,-0.34,-0.31,-0.3,-0.22,-0.19,-0.26,-0.11,-0.19,-0.29,-0.31,-0.45,-0.31,-0.28,-0.19
1905,Northern Hemisphere Land & Ocean,-0.51,-0.82,-0.25,-0.47,-0.34,-0.33,-0.25,-0.25,-0.15,-0.26,0.05,-0.27,-0.32,-0.33,-0.56,-0.35,-0.28,-0.12
1905,Southern Hemisphere Land & Ocean,-0.29,-0.38,-0.22,-0.25,-0.32,-0.28,-0.33,-0.2,-0.22,-0.25,-0.25,-0.1,-0.26,-0.28,-0.34,-0.26,-0.27,-0.24
1905,Global Land,-0.43,-0.98,-0.24,-0.33,-0.35,-0.32,-0.44,-0.28,-0.23,-0.38,-0.09,-0.26,-0.36,-0.37,-0.61,-0.31,-0.34,-0.23
1905,Northern Hemisphere Land,-0.44,-1.21,-0.16,-0.49,-0.32,-0.3,-0.18,-0.3,-0.17,-0.38,0.06,-0.32,-0.35,-0.35,-0.65,-0.32,-0.26,-0.16
1905,Southern Hemisphere Land,-0.43,-0.77,-0.29,-0.2,-0.38,-0.35,-0.66,-0.32,-0.3,-0.4,-0.25,-0.19,-0.38,-0.4,-0.57,-0.29,-0.44,-0.32
1904,Global Land & Ocean,-0.67,-0.58,-0.51,-0.55,-0.56,-0.52,-0.55,-0.52,-0.53,-0.4,-0.22,-0.35,-0.5,-0.51,-0.59,-0.54,-0.53,-0.39
1904,Northern Hemisphere Land & Ocean,-0.82,-0.58,-0.41,-0.56,-0.5,-0.53,-0.63,-0.55,-0.59,-0.39,-0.13,-0.36,-0.51,-0.52,-0.66,-0.49,-0.57,-0.37
1904,Southern Hemisphere Land & Ocean,-0.54,-0.59,-0.61,-0.54,-0.62,-0.51,-0.46,-0.48,-0.49,-0.42,-0.3,-0.34,-0.49,-0.5,-0.54,-0.59,-0.48,-0.4
1904,Global Land,-0.79,-0.76,-0.56,-0.44,-0.64,-0.5,-0.62,-0.51,-0.45,-0.54,-0.27,-0.43,-0.54,-0.56,-0.72,-0.55,-0.54,-0.42
1904,Northern Hemisphere Land,-1.13,-0.69,-0.36,-0.52,-0.44,-0.44,-0.52,-0.4,-0.56,-0.36,-0.07,-0.3,-0.48,-0.52,-0.84,-0.44,-0.45,-0.33
1904,Southern Hemisphere Land,-0.62,-0.86,-0.76,-0.42,-0.79,-0.58,-0.7,-0.65,-0.46,-0.73,-0.4,-0.51,-0.62,-0.63,-0.69,-0.66,-0.64,-0.53
1903,Global Land & Ocean,-0.26,-0.05,-0.23,-0.43,-0.45,-0.46,-0.38,-0.48,-0.48,-0.49,-0.45,-0.53,-0.39,-0.38,-0.25,-0.37,-0.44,-0.47
1903,Northern Hemisphere Land & Ocean,-0.24,0.17,-0.13,-0.47,-0.5,-0.52,-0.47,-0.59,-0.47,-0.47,-0.44,-0.56,-0.39,-0.4,-0.24,-0.36,-0.52,-0.46
1903,Southern Hemisphere Land & Ocean,-0.27,-0.26,-0.33,-0.39,-0.4,-0.41,-0.31,-0.39,-0.5,-0.51,-0.47,-0.5,-0.4,-0.38,-0.27,-0.38,-0.37,-0.49
1903,Global Land,-0.35,-0.15,-0.17,-0.56,-0.46,-0.64,-0.32,-0.43,-0.41,-0.48,-0.47,-0.61,-0.42,-0.42,-0.35,-0.4,-0.46,-0.45
1903,Northern Hemisphere Land,-0.34,0.28,0.06,-0.54,-0.59,-0.64,-0.45,-0.54,-0.37,-0.49,-0.41,-0.71,-0.4,-0.41,-0.33,-0.36,-0.54,-0.42
1903,Southern Hemisphere Land,-0.35,-0.44,-0.34,-0.6,-0.37,-0.7,-0.27,-0.37,-0.5,-0.57,-0.56,-0.58,-0.47,-0.45,-0.37,-0.44,-0.45,-0.54
1902,Global Land & Ocean,-0.19,-0.04,-0.29,-0.3,-0.36,-0.35,-0.29,-0.33,-0.29,-0.31,-0.39,-0.46,-0.3,-0.28,-0.17,-0.32,-0.32,-0.33
1902,Northern Hemisphere Land & Ocean,-0.16,0.11,-0.38,-0.4,-0.45,-0.45,-0.32,-0.32,-0.32,-0.33,-0.51,-0.65,-0.35,-0.32,-0.15,-0.41,-0.36,-0.39
1902,Southern Hemisphere Land & Ocean,-0.23,-0.18,-0.2,-0.21,-0.27,-0.25,-0.26,-0.34,-0.26,-0.29,-0.28,-0.26,-0.25,-0.24,-0.19,-0.23,-0.28,-0.27
1902,Global Land,-0.3,-0.04,-0.18,-0.21,-0.32,-0.35,-0.44,-0.52,-0.41,-0.45,-0.49,-0.56,-0.36,-0.33,-0.18,-0.24,-0.43,-0.45
1902,Northern Hemisphere Land,-0.25,0.14,-0.45,-0.57,-0.62,-0.52,-0.39,-0.33,-0.36,-0.51,-0.76,-0.94,-0.46,-0.43,-0.2,-0.55,-0.41,-0.54
1902,Southern Hemisphere Land,-0.39,-0.16,-0.04,0.04,-0.16,-0.25,-0.47,-0.75,-0.49,-0.46,-0.38,-0.32,-0.32,-0.29,-0.19,-0.05,-0.49,-0.44
1901,Global Land & Ocean,-0.24,-0.04,0.08,-0.04,-0.17,-0.13,-0.16,-0.21,-0.22,-0.31,-0.16,-0.27,-0.16,-0.14,-0.12,-0.04,-0.17,-0.23
1901,Northern Hemisphere Land & Ocean,-0.35,0.06,0.34,0.1,-0.13,0.02,0,-0.15,-0.26,-0.31,-0.19,-0.39,-0.1,-0.07,-0.1,0.1,-0.04,-0.25
1901,Southern Hemisphere Land & Ocean,-0.12,-0.14,-0.17,-0.17,-0.2,-0.28,-0.31,-0.26,-0.18,-0.31,-0.13,-0.16,-0.2,-0.2,-0.13,-0.18,-0.28,-0.21
1901,Global Land,-0.21,-0.12,-0.11,-0.08,-0.2,0.02,-0.26,-0.22,0.03,-0.18,-0.13,-0.21,-0.14,-0.13,-0.14,-0.13,-0.15,-0.09
1901,Northern Hemisphere Land,-0.61,-0.08,0.36,0.19,-0.21,0.05,0.13,-0.07,-0.17,-0.25,-0.33,-0.49,-0.12,-0.09,-0.25,0.11,0.04,-0.25
1901,Southern Hemisphere Land,0.05,-0.18,-0.48,-0.36,-0.22,-0.03,-0.61,-0.38,0.14,-0.17,0.05,-0.02,-0.18,-0.19,-0.09,-0.35,-0.34,0.01
1900,Global Land & Ocean,-0.38,-0.03,0.01,-0.13,-0.11,-0.13,-0.13,-0.11,-0.05,0.08,-0.1,-0.07,-0.1,-0.11,-0.23,-0.07,-0.12,-0.02
1900,Northern Hemisphere Land & Ocean,-0.62,-0.07,0.1,-0.15,-0.04,-0.16,-0.15,-0.09,0.01,0.24,-0.16,-0.02,-0.09,-0.13,-0.4,-0.03,-0.13,0.03
1900,Southern Hemisphere Land & Ocean,-0.14,0.01,-0.08,-0.1,-0.16,-0.1,-0.11,-0.11,-0.1,-0.05,-0.02,-0.12,-0.09,-0.09,-0.08,-0.12,-0.11,-0.06
1900,Global Land,-0.56,-0.07,-0.19,-0.18,-0.18,-0.13,-0.37,-0.18,-0.09,0.13,-0.14,-0.08,-0.17,-0.18,-0.29,-0.18,-0.23,-0.03
1900,Northern Hemisphere Land,-0.95,-0.19,0.12,-0.3,-0.1,-0.17,-0.2,-0.03,-0.06,0.21,-0.23,-0.06,-0.16,-0.22,-0.62,-0.09,-0.13,-0.03
1900,Southern Hemisphere Land,-0.36,0,-0.49,-0.15,-0.25,-0.11,-0.53,-0.31,-0.12,0.11,-0.06,-0.14,-0.2,-0.19,-0.11,-0.3,-0.32,-0.02
1899,Global Land & Ocean,-0.2,-0.41,-0.34,-0.21,-0.24,-0.34,-0.18,-0.07,-0.03,-0.05,0.11,-0.29,-0.19,-0.19,-0.29,-0.27,-0.2,0.01
1899,Northern Hemisphere Land & Ocean,-0.15,-0.68,-0.54,-0.22,-0.28,-0.4,-0.22,-0.05,-0.01,0.05,0.36,-0.49,-0.22,-0.2,-0.37,-0.34,-0.22,0.13
