Year,CH4,Co2,co2_dev,temp_anomaly
-4058,,,,0.45
-4077,,,,-0.02
-4097,,,,-0.4
-4116,,,,-0.8
-4136,,,,0.06
-4156,,,,0.49
-4176,,,,-1.52
-4196,,,,0.8
-4215,,,,-0.93
-4235,,,,-0.51
-4255,,,,-0.71
-4274,,,,0.03
-4294,,,,-0.68
-4315,,,,-1.23
-4335,,,,0.27
-4356,,,,-0.19
-4375,,,,-1.3
-4417,,,,-0.38
-4437,,,,-1.37
-4459,,,,-0.76
-4480,,,,-0.47
-4499,,,,0.79
-4518,,,,-0.14
-4537,,,,-1.78
-4558,,,,-1.34
-4580,,,,0.81
-4600,,,,-0.48
-4619,,,,-1.27
-4640,,,,-0.71
-4661,,,,-2.27
-4683,,,,-0.22
-4704,,,,-1.5
-4725,,,,-2.0
-4745,,,,0.6
-4764,,,,0.23
-4784,,,,-0.28
-4804,,,,-1.47
-4825,,,,-1.31
-4846,,,,-1.2
-4887,,,,-0.59
-4907,,,,0.75
-4926,,,,-0.25
-4944,,,,0.99
-4963,,,,-0.73
-4983,,,,-0.8
-5003,,,,-1.23
-5023,,,,-0.49
-5043,,,,-0.29
-5063,,,,-1.44
-5084,,,,-0.94
-5105,,,,-0.66
-5126,,,,-1.11
-5146,,,,-1.16
-5167,,,,-0.39
-5188,,,,-1.91
-5209,,,,-3.0
-5233,,,,-1.32
-5256,,,,-0.93
-5277,,,,-1.82
-5298,,,,-1.56
-5320,,,,-1.43
-5341,,,,-0.4
-5361,,,,0.88
-5379,,,,-0.81
-5399,,,,-2.1
-5420,,,,-1.04
-5442,,,,-1.84
-5464,,,,-1.69
-5486,,,,-0.24
-5507,,,,-1.53
-5527,,,,-1.77
-5568,,,,0.03
-5588,,,,-0.93
-5607,,,,0.7
-5626,,,,-0.71
-5645,,,,0.83
-5664,,,,-1.14
-5683,,,,-1.71
-5704,,,,-0.82
-5725,,,,-0.46
-5744,,,,0.43
-5763,,,,-1.88
-5783,,,,-1.14
-5803,,,,0.79
-5823,,,,0.47
-5842,,,,-2.03
-5862,,,,-1.04
-5883,,,,-1.47
-5904,,,,-1.49
-5943,,,,0.26
-5982,,,,-1.06
-6002,,,,-1.24
-6023,,,,-1.41
-6044,,,,-1.25
-6066,,,,-2.19
-6087,,,,-0.87
-6110,,,,-3.09
-6132,,,,-1.13
-6154,,,,-0.65
-6174,,,,-1.4
-6195,,,,-2.04
-6218,,,,-2.54
-6241,,,,-2.25
-6263,,,,-1.31
-6285,,,,-1.71
-6305,,,,-0.77
-6326,,,,-1.35
-6347,,,,-1.43
-6368,,,,-1.26
-6389,,,,-1.24
-6411,,,,-2.4
-6433,,,,-1.69
-6455,,,,-1.89
-6476,,,,-1.4
-6497,,,,-0.74
-6518,,,,-0.7
-6538,,,,-0.85
-6558,,,,-2.79
-6578,,,,-0.74
-6619,,,,-0.81
-6639,,,,-1.54
-6658,,,,0.02
-6678,,,,-1.22
-6718,,,,-0.7
-6738,,,,-1.6
-6779,,,,-0.84
-6800,,,,-1.29
-6819,,,,-0.44
-6839,,,,-2.0
-6861,,,,-1.62
-6883,,,,-0.93
-6902,,,,-0.19
-6921,,,,-0.9
-6941,,,,-0.86
-6960,,,,-0.86
-6980,,,,-1.13
-6999,,,,0.05
-7018,,,,-0.1
-7038,,,,-1.49
-7057,,,,-0.67
-7077,,,,-0.94
-7096,,,,-0.59
-7116,,,,-1.09
-7155,,,,-0.49
-7176,,,,-2.56
-7197,,,,-1.9
-7217,,,,-0.06
-7237,,,,-1.42
-7256,,,,0.11
-7274,,,,0.54
-7292,,,,-0.51
-7311,,,,-0.99
-7350,,,,-0.04
-7369,,,,-0.28
-7388,,,,-0.45
-7407,,,,-0.57
-7425,,,,-0.14
-7443,,,,-0.33
-7462,,,,0.24
-7479,,,,0.36
-7497,,,,0.48
-7514,,,,-0.48
-7533,,,,-2.02
-7553,,,,-0.33
-7573,,,,-1.11
-7591,,,,0.04
-7610,,,,-0.75
-7628,,,,0.79
-7646,,,,-0.1
-7664,,,,-1.16
-7683,,,,-0.08
-7701,,,,-0.38
-7719,,,,1.11
-7736,,,,-0.04
-7753,,,,0.01
-7771,,,,0.45
-7788,,,,-0.07
-7805,,,,1.33
-7821,,,,0.62
-7838,,,,-2.4
-7858,,,,-0.13
-7878,,,,-0.2
-7897,,,,-1.57
-7916,,,,0.68
-7934,,,,-0.61
-7969,,,,-0.65
-7988,,,,-0.97
-8007,,,,0.35
-8025,,,,-0.36
-8043,,,,-0.75
-8061,,,,0.26
-8079,,,,0.32
-8096,,,,-0.2
-8114,,,,0.29
-8132,,,,-1.18
-8150,,,,0.02
-8167,,,,1.39
-8201,,,,-0.02
-8219,,,,-0.47
-8236,,,,0.38
-8272,,,,-1.08
-8290,,,,-1.38
-8309,,,,0.61
-8327,,,,-0.07
-8345,,,,-0.15
-8363,,,,0.12
-8381,,,,-1.76
-8399,,,,0.26
-8418,,,,-1.27
-8437,,,,-0.47
-8456,,,,-0.71
-8475,,,,-1.53
-8494,,,,0.31
-8512,,,,0.53
-8544,,,,0.41
-8561,,,,-0.02
-8577,,,,2.12
-8593,,,,-1.23
-8611,,,,-0.12
-8630,,,,-0.55
-8649,,,,-0.88
-8667,,,,-0.64
-8686,,,,-0.51
-8704,,,,-0.27
-8722,,,,0.86
-8740,,,,-0.77
-8758,,,,-0.84
-8776,,,,-1.01
-8796,,,,-1.08
-8815,,,,-0.96
-8834,,,,-0.35
-8852,,,,-0.22
-8870,,,,0.25
-8888,,,,-0.51
-8906,,,,-1.36
-8925,,,,-0.8
-8944,,,,-0.33
-8962,,,,0.28
-8980,,,,-0.96
-8999,,,,-1.81
-9018,,,,-0.66
-9038,,,,-0.12
-9056,,,,-0.27
-9073,,,,0.3
-9091,,,,-0.08
-9110,,,,-1.45
-9147,,,,-0.47
-9166,,,,-1.41
-9186,,,,-1.62
-9206,,,,-0.93
-9225,,,,0.37
-9242,,,,0.53
-9259,,,,0.18
-9277,,,,-0.29
-9295,,,,-2.15
-9314,,,,-0.61
-9333,,,,-0.32
-9352,,,,-0.95
-9368,,,,1.29
-9385,,,,1.11
-9403,,,,-1.77
-9422,,,,-0.78
-9441,,,,-1.59
-9480,,,,-0.37
-9498,,,,0.42
-9515,,,,0.14
-9532,,,,0.79
-9549,,,,0.28
-9566,,,,-0.73
-9584,,,,-1.33
-9604,,,,-0.92
-9623,,,,-1.16
-9662,,,,-0.19
-9680,,,,-1.05
-9699,,,,0.01
-9717,,,,-1.06
-9735,,,,0.07
-9753,,,,-1.29
-9772,,,,-0.5
-9791,,,,-0.88
-9810,,,,0.07
-9828,,,,-1.3
-9869,,,,-1.85
-9891,,,,-2.09
-9912,,,,-1.86
-9955,,,,-1.84
-9999,,,,-2.64
-10022,,,,-1.69
-10043,,,,-1.99
-10064,,,,-1.96
-10086,,,,-3.02
-10109,,,,-2.57
-10132,,,,-2.91
-10180,,,,-3.03
-10206,,,,-2.97
-10230,,,,-3.81
-10254,,,,-2.63
-10277,,,,-2.12
-10299,,,,-3.61
-10323,,,,-2.23
-10347,,,,-4.23
-10373,,,,-4.4
-10399,,,,-3.49
-10425,,,,-4.91
-10451,,,,-3.17
-10477,,,,-2.76
-10502,,,,-4.1
-10553,,,,-3.86
-10580,,,,-5.5
-10609,,,,-4.91
-10638,,,,-5.17
-10667,,,,-4.65
-10695,,,,-5.15
-10750,,,,-4.35
-10777,,,,-4.19
-10804,,,,-5.28
-10834,,,,-5.53
-10862,,,,-4.1
-10890,,,,-4.74
-10917,,,,-3.56
-10944,,,,-4.41
-10971,,,,-4.82
-10999,,,,-5.04
-11028,,,,-4.58
-11055,,,,-3.85
-11082,,,,-4.05
-11108,,,,-4.61
-11136,,,,-5.17
-11165,,,,-4.7
-11193,,,,-4.27
-11220,,,,-3.47
-11245,,,,-3.94
-11271,,,,-4.6
-11298,,,,-3.6
-11324,,,,-3.57
-11350,,,,-4.12
-11376,,,,-4.28
-11403,,,,-5.31
-11433,,,,-5.06
-11462,,,,-4.49
-11490,,,,-4.92
-11517,,,,-3.97
-11544,,,,-2.76
-11569,,,,-4.46
-11595,,,,-3.88
-11622,,,,-4.83
-11679,,,,-5.06
-11708,,,,-5.03
-11736,,,,-4.18
-11764,,,,-4.78
-11792,,,,-4.43
-11820,,,,-3.06
-11846,,,,-5.07
-11872,,,,-3.15
-11898,,,,-4.6
-11925,,,,-4.68
-11953,,,,-4.23
-11979,,,,-3.49
-12005,,,,-2.82
-12028,,,,-2.64
-12052,,,,-3.24
-12077,,,,-3.98
-12103,,,,-4.05
-12130,,,,-4.48
-12156,,,,-3.27
-12181,,,,-2.71
-12205,,,,-3.0
-12254,,,,-4.14
-12279,,,,-1.02
-12301,,,,-1.93
-12322,,,,-2.16
-12344,,,,-2.69
-12367,,,,-2.5
-12390,,,,-2.96
-12414,,,,-2.52
-12440,,,,-5.32
-12467,,,,-3.78
-12491,,,,-2.71
-12516,,,,-4.17
-12543,,,,-4.17
-12596,,,,-4.59
-12623,,,,-4.2
-12651,,,,-5.42
-12680,,,,-4.94
-12709,,,,-4.22
-12737,,,,-5.03
-12765,,,,-4.44
-12820,,,,-4.04
-12846,,,,-4.29
-12873,,,,-3.62
-12899,,,,-4.02
-12926,,,,-4.25
-12983,,,,-2.3
-13008,,,,-4.54
-13034,,,,-5.1
-13063,,,,-5.09
-13092,,,,-4.05
-13119,,,,-4.17
-13147,,,,-4.5
-13174,,,,-4.36
-13202,,,,-4.76
-13261,,,,-5.72
-13292,,,,-5.47
-13323,,,,-5.66
-13354,,,,-5.51
-13385,,,,-5.74
-13416,,,,-5.7
-13447,,,,-4.75
-13477,,,,-5.11
-13506,,,,-5.35
-13537,,,,-6.01
-13568,,,,-5.19
-13599,,,,-6.37
-13631,,,,-4.8
-13662,,,,-5.39
-13691,,,,-5.25
-13722,,,,-5.61
-13753,,,,-5.32
-13783,,,,-5.62
-13815,,,,-5.82
-13847,,,,-6.18
-13879,,,,-5.39
-13911,,,,-6.66
-13944,,,,-5.91
-13977,,,,-5.96
-14009,,,,-6.46
-14043,,,,-6.9
-14078,,,,-6.76
-14113,,,,-5.94
-14146,,,,-6.1
-14178,,,,-6.07
-14211,,,,-6.22
-14245,,,,-7.41
-14280,,,,-6.44
-14315,,,,-6.12
-14349,,,,-6.76
-14383,,,,-6.79
-14418,,,,-6.75
-14454,,,,-6.86
-14490,,,,-8.15
-14528,,,,-7.05
-14565,,,,-7.44
-14602,,,,-7.15
-14639,,,,-6.82
-14676,,,,-8.83
-14715,,,,-7.37
-14755,,,,-8.21
-14794,,,,-8.11
-14834,,,,-8.23
-14875,,,,-9.0
-14917,,,,-7.74
-14957,,,,-7.8
-14996,,,,-8.38
-15036,,,,-7.38
-15074,,,,-8.66
-15116,,,,-7.4
-15155,,,,-9.37
-15198,,,,-8.5
-15240,,,,-8.4
-15282,,,,-9.11
-15325,,,,-8.39
-15367,,,,-9.08
-15411,,,,-9.54
-15457,,,,-9.47
-15502,,,,-9.47
-15548,,,,-9.7
-15595,,,,-8.13
-15680,,,,-9.74
-15725,,,,-8.9
-15769,,,,-8.87
-15814,,,,-9.54
-15859,,,,-9.82
-15906,,,,-9.64
-15953,,,,-9.21
-15998,,,,-9.25
-16043,,,,-8.94
-16087,,,,-9.18
-16132,,,,-9.45
-16178,,,,-9.41
-16269,,,,-9.51
-16315,,,,-9.4
-16361,,,,-10.35
-16411,,,,-8.67
-16454,,,,-9.26
-16499,,,,-8.56
-16543,,,,-9.92
-16589,,,,-9.21
-16635,,,,-9.61
-16682,,,,-9.36
-16773,,,,-9.69
-16819,,,,-8.84
-16865,,,,-10.12
-16912,,,,-9.34
-16957,,,,-8.44
-17002,,,,-10.43
-17051,,,,-9.89
-17098,,,,-8.52
-17143,,,,-9.54
-17189,,,,-9.34
-17234,,,,-7.81
-17275,,,,-9.55
-17321,,,,-8.91
-17414,,,,-9.16
-17461,,,,-9.75
-17508,,,,-9.62
-17556,,,,-10.19
-17605,,,,-9.37
-17652,,,,-10.19
-17702,,,,-9.93
-17750,,,,-8.94
-17795,,,,-8.84
-17839,,,,-8.53
-17883,,,,-9.51
-17930,,,,-10.43
-17980,,,,-9.81
-18029,,,,-9.4
-18075,,,,-9.04
-18121,,,,-9.46
-18167,,,,-8.71
-18213,,,,-9.79
-18260,,,,-9.22
-18307,,,,-9.53
-18354,,,,-9.69
-18402,,,,-9.72
-18451,,,,-10.18
-18500,,,,-8.92
-18545,,,,-8.83
-18590,,,,-9.31
-18637,,,,-9.49
-18684,,,,-9.65
-18732,,,,-9.64
-18780,,,,-9.03
-18826,,,,-9.36
-18873,,,,-9.41
-18920,,,,-9.47
-18967,,,,-9.39
-19015,,,,-10.14
-19064,,,,-9.25
-19112,,,,-9.52
-19159,,,,-8.74
-19204,,,,-9.06
-19251,,,,-10.02
-19300,,,,-10.04
-19349,,,,-9.2
-19396,,,,-8.59
-19440,,,,-7.92
-19484,,,,-10.1
-19532,,,,-9.71
-19580,,,,-8.9
-19627,,,,-9.64
-19675,,,,-10.12
-19725,,,,-9.57
-19774,,,,-8.96
-19820,,,,-8.72
-19864,,,,-8.47
-19909,,,,-9.42
-19956,,,,-9.14
-20003,,,,-9.6
-20051,,,,-9.45
-20099,,,,-9.82
-20149,,,,-9.98
-20199,,,,-9.67
-20248,,,,-8.81
-20294,,,,-10.04
-20345,,,,-9.91
-20395,,,,-8.36
-20439,,,,-9.14
-20485,,,,-9.41
-20533,,,,-8.74
-20579,,,,-9.22
-20626,,,,-9.92
-20675,,,,-9.0
-20723,,,,-9.98
-20773,,,,-9.36
-20821,,,,-9.62
-20870,,,,-9.39
-20919,,,,-9.73
-20968,,,,-9.55
-21017,,,,-9.11
-21109,,,,-8.84
-21154,,,,-8.23
-21198,,,,-8.99
-21244,,,,-9.19
-21291,,,,-8.79
-21338,,,,-10.25
-21389,,,,-9.36
-21438,,,,-8.95
-21485,,,,-9.28
-21533,,,,-8.69
-21578,,,,-8.88
-21625,,,,-9.05
-21672,,,,-8.64
-21717,,,,-8.95
-21764,,,,-9.29
-21812,,,,-9.36
-21861,,,,-10.39
-21914,,,,-9.95
-21965,,,,-9.62
-22015,,,,-9.52
-22065,,,,-10.58
-22119,,,,-9.68
-22169,,,,-9.4
-22218,,,,-9.05
-22265,,,,-9.0
-22313,,,,-9.76
-22363,,,,-9.33
-22412,,,,-10.07
-22464,,,,-10.1
-22516,,,,-7.98
-22560,,,,-8.99
-22608,,,,-9.9
-22659,,,,-10.21
-22712,,,,-10.06
-22764,,,,-9.96
-22816,,,,-9.89
-22867,,,,-9.54
-22917,,,,-9.84
-22969,,,,-9.39
-23018,,,,-9.83
-23070,,,,-9.95
-23122,,,,-9.83
-23173,,,,-9.35
-23222,,,,-9.35
-23272,,,,-10.21
-23325,,,,-10.48
-23380,,,,-10.32
-23433,,,,-9.54
-23485,,,,-9.87
-23536,,,,-9.84
-23588,,,,-9.67
-23639,,,,-9.54
-23689,,,,-9.3
-23740,,,,-10.19
-23792,,,,-10.02
-23845,,,,-9.53
-23897,,,,-10.47
-23949,,,,-8.93
-23999,,,,-9.61
-24050,,,,-10.2
-24103,,,,-8.98
-24152,,,,-9.85
-24204,,,,-9.96
-24256,,,,-9.17
-24306,,,,-10.4
-24361,,,,-9.96
-24413,,,,-9.02
-24462,,,,-9.94
-24515,,,,-9.34
-24565,,,,-9.59
-24616,,,,-9.96
-24669,,,,-10.19
-24723,,,,-10.11
-24776,,,,-9.05
-24827,,,,-9.48
-24877,,,,-9.72
-24929,,,,-10.13
-24983,,,,-9.59
-25035,,,,-9.75
-25087,,,,-9.7
-25139,,,,-9.93
-25191,,,,-9.22
-25242,,,,-8.79
-25290,,,,-8.28
-25337,,,,-8.84
-25382,,,,-6.91
-25427,,,,-9.25
-25475,,,,-9.03
-25524,,,,-8.69
-25573,,,,-10.51
-25627,,,,-9.14
-25677,,,,-7.86
-25723,,,,-7.71
-25767,,,,-8.61
-25814,,,,-8.94
-25863,,,,-9.4
-25914,,,,-8.38
-25961,,,,-8.81
-26010,,,,-9.87
-26063,,,,-10.22
-26117,,,,-9.15
-26168,,,,-9.42
-26220,,,,-9.93
-26273,,,,-9.42
-26325,,,,-8.71
-26373,,,,-8.89
-26422,,,,-8.2
-26468,,,,-7.84
-26514,,,,-8.69
-26561,,,,-8.61
-26610,,,,-8.59
-26658,,,,-8.87
-26707,,,,-9.46
-26758,,,,-9.14
-26809,,,,-8.91
-26859,,,,-9.27
-26909,,,,-8.35
-26957,,,,-8.88
-27005,,,,-8.28
-27053,,,,-8.72
-27101,,,,-8.26
-27148,,,,-8.1
-27195,,,,-8.23
-27241,,,,-7.39
-27285,,,,-8.6
-27332,,,,-7.55
-27377,,,,-7.93
-27424,,,,-9.42
-27474,,,,-8.88
-27524,,,,-8.42
-27572,,,,-8.35
-27620,,,,-8.42
-27667,,,,-8.33
-27714,,,,-7.82
-27760,,,,-8.36
-27808,,,,-8.9
-27858,,,,-9.82
-27912,,,,-9.44
-27964,,,,-9.38
-28017,,,,-9.85
-28070,,,,-8.4
-28120,,,,-10.03
-28174,,,,-9.25
-28226,,,,-9.19
-28277,,,,-8.31
-28379,,,,-8.61
-28430,,,,-9.06
-28481,,,,-9.19
-28532,,,,-9.19
-28584,,,,-9.29
-28636,,,,-8.88
-28686,,,,-8.88
-28737,,,,-8.87
-28787,,,,-8.87
-28837,,,,-8.87
-28887,,,,-7.57
-28933,,,,-8.69
-28982,,,,-8.77
-29032,,,,-8.52
-29081,,,,-9.51
-29135,,,,-9.93
-29190,,,,-9.29
-29243,,,,-9.47
-29297,,,,-10.04
-29352,,,,-9.42
-29405,,,,-8.91
-29457,,,,-9.07
-29508,,,,-8.9
-29560,,,,-9.87
-29614,,,,-8.92
-29668,,,,-10.36
-29723,,,,-9.19
-29775,,,,-7.5
-29822,,,,-8.3
-29871,,,,-8.88
-29920,,,,-8.5
-29969,,,,-7.07
-30014,,,,-8.12
-30061,,,,-6.9
-30105,,,,-8.4
-30153,,,,-8.64
-30203,,,,-8.31
-30252,,,,-8.81
-30302,,,,-8.2
-30351,,,,-8.38
-30399,,,,-7.78
-30448,,,,-9.02
-30497,,,,-7.95
-30546,,,,-8.09
-30595,,,,-9.16
-30647,,,,-9.77
-30702,,,,-9.46
-30756,,,,-9.31
-30810,,,,-9.88
-30865,,,,-9.24
-30919,,,,-8.59
-30970,,,,-9.25
-31022,,,,-8.74
-31073,,,,-8.18
-31122,,,,-8.03
-31170,,,,-7.93
-31217,,,,-7.53
-31264,,,,-8.06
-31312,,,,-7.76
-31359,,,,-7.48
-31405,,,,-8.3
-31454,,,,-8.06
-31502,,,,-8.47
-31552,,,,-8.14
-31601,,,,-8.12
-31649,,,,-7.72
-31698,,,,-9.32
-31749,,,,-8.1
-31799,,,,-8.77
-31851,,,,-9.53
-31905,,,,-9.53
-31960,,,,-9.53
-32016,,,,-9.52
-32071,,,,-9.52
-32126,,,,-9.16
-32180,,,,-8.53
-32230,,,,-9.12
-32284,,,,-8.97
-32337,,,,-9.58
-32392,,,,-9.08
-32445,,,,-8.19
-32495,,,,-8.03
-32543,,,,-8.55
-32594,,,,-7.39
-32641,,,,-8.34
-32690,,,,-7.75
-32738,,,,-7.68
-32786,,,,-8.48
-32834,,,,-7.35
-32881,,,,-7.4
-32929,,,,-8.37
-32977,,,,-8.04
-33026,,,,-7.69
-33073,,,,-7.03
-33119,,,,-7.69
-33166,,,,-8.41
-33216,,,,-7.72
-33264,,,,-7.09
-33310,,,,-7.52
-33357,,,,-8.18
-33406,,,,-8.24
-33455,,,,-8.06
-33503,,,,-6.81
-33550,,,,-8.52
-33600,,,,-8.67
-33651,,,,-7.81
-33747,,,,-7.89
-33796,,,,-8.68
-33848,,,,-8.18
-33898,,,,-9.24
-33952,,,,-7.97
-34002,,,,-8.02
-34051,,,,-8.08
-34100,,,,-8.05
-34150,,,,-9.07
-34203,,,,-8.69
-34256,,,,-8.54
-34307,,,,-8.32
-34407,,,,-7.84
-34456,,,,-8.09
-34505,,,,-8.2
-34555,,,,-8.05
-34604,,,,-7.77
-34654,,,,-8.44
-34704,,,,-8.08
-34754,,,,-7.95
-34804,,,,-8.66
-34856,,,,-8.84
-34909,,,,-8.54
-34961,,,,-8.17
-35010,,,,-7.0
-35057,,,,-6.63
-35101,,,,-7.91
-35150,,,,-7.88
-35199,,,,-7.89
-35247,,,,-6.62
-35293,,,,-7.79
-35340,,,,-6.84
-35387,,,,-7.91
-35434,,,,-6.84
-35480,,,,-8.14
-35529,,,,-6.85
-35575,,,,-7.18
-35620,,,,-6.04
-35663,,,,-6.18
-35705,,,,-6.27
-35747,,,,-5.14
-35787,,,,-6.41
-35829,,,,-5.22
-35868,,,,-4.66
-35907,,,,-6.16
-35948,,,,-7.17
-35995,,,,-7.23
-36042,,,,-7.86
-36088,,,,-5.98
-36131,,,,-5.5
-36174,,,,-7.13
-36218,,,,-7.25
-36265,,,,-7.63
-36313,,,,-5.83
-36356,,,,-7.28
-36400,,,,-6.29
-36444,,,,-6.57
-36489,,,,-7.03
-36534,,,,-6.62
-36578,,,,-6.39
-36622,,,,-6.41
-36665,,,,-6.34
-36709,,,,-6.82
-36754,,,,-7.18
-36800,,,,-7.53
-36848,,,,-6.15
-36891,,,,-6.89
-36936,,,,-6.59
-36980,,,,-6.46
-37072,,,,-6.87
-37118,,,,-5.95
-37161,,,,-8.05
-37211,,,,-7.73
-37260,,,,-8.2
-37311,,,,-8.05
-37361,,,,-7.97
-37412,,,,-8.2
-37462,,,,-7.97
-37513,,,,-8.03
-37564,,,,-9.02
-37619,,,,-9.2
-37674,,,,-9.1
-37729,,,,-8.18
-37782,,,,-9.24
-37837,,,,-7.83
-37887,,,,-8.48
-37939,,,,-7.74
-37989,,,,-8.12
-38039,,,,-7.2
-38088,,,,-8.25
-38138,,,,-7.74
-38188,,,,-7.59
-38238,,,,-8.63
-38290,,,,-8.53
-38343,,,,-8.41
-38394,,,,-7.19
-38443,,,,-7.54
-38491,,,,-7.26
-38540,,,,-8.54
-38592,,,,-8.89
-38646,,,,-8.72
-38701,,,,-8.7
-38755,,,,-8.82
-38809,,,,-8.42
-38862,,,,-8.14
-38915,,,,-9.39
-38969,,,,-8.15
-39022,,,,-8.02
-39073,,,,-7.77
-39123,,,,-7.57
-39173,,,,-8.58
-39224,,,,-7.31
-39272,,,,-6.45
-39318,,,,-7.55
-39366,,,,-7.58
-39415,,,,-7.83
-39465,,,,-8.57
-39519,,,,-6.66
-39565,,,,-8.83
-39619,,,,-7.79
-39670,,,,-8.73
-39723,,,,-7.95
-39774,,,,-8.22
-39827,,,,-8.97
-39882,,,,-8.36
-39935,,,,-8.8
-39990,,,,-8.74
-40044,,,,-8.75
-40099,,,,-9.06
-40155,,,,-9.04
-40211,,,,-8.22
-40264,,,,-8.89
-40318,,,,-7.52
-40369,,,,-8.18
-40420,,,,-8.36
-40472,,,,-7.54
-40522,,,,-7.55
-40572,,,,-7.77
-40622,,,,-8.46
-40674,,,,-7.12
-40723,,,,-8.52
-40776,,,,-7.61
-40826,,,,-7.94
-40877,,,,-7.41
-40926,,,,-6.75
-40972,,,,-7.07
-41019,,,,-7.02
-41066,,,,-7.2
-41113,,,,-6.62
-41160,,,,-6.83
-41206,,,,-7.51
-41254,,,,-6.83
-41302,,,,-8.03
-41353,,,,-7.93
-41404,,,,-6.47
-41449,,,,-6.93
-41496,,,,-7.36
-41545,,,,-7.9
-41596,,,,-8.06
-41647,,,,-7.37
-41696,,,,-7.57
-41746,,,,-7.81
-41796,,,,-7.22
-41846,,,,-8.42
-41898,,,,-8.68
-41952,,,,-8.02
-42003,,,,-7.94
-42054,,,,-8.74
-42108,,,,-8.66
-42162,,,,-8.31
-42215,,,,-8.82
-42270,,,,-8.77
-42326,,,,-8.44
-42379,,,,-8.04
-42431,,,,-7.04
-42481,,,,-7.63
-42531,,,,-8.73
-42584,,,,-8.3
-42638,,,,-8.46
-42690,,,,-7.9
-42742,,,,-7.57
-42792,,,,-7.92
-42843,,,,-7.8
-42894,,,,-7.78
-42945,,,,-7.57
-42995,,,,-7.65
-43096,,,,-7.17
-43145,,,,-7.12
-43239,,,,-7.04
-43286,,,,-7.0
-43334,,,,-6.92
-43381,,,,-6.59
-43427,,,,-6.79
-43473,,,,-6.51
-43519,,,,-6.97
-43566,,,,-6.9
-43612,,,,-5.27
-43656,,,,-7.05
-43701,,,,-6.19
-43792,,,,-5.44
-43834,,,,-6.01
-43877,,,,-5.35
-43919,,,,-6.28
-43962,,,,-4.25
-44000,,,,-5.14
-44041,,,,-6.03
-44085,,,,-6.86
-44130,,,,-5.8
-44173,,,,-5.24
-44215,,,,-6.38
-44259,,,,-6.31
-44303,,,,-6.12
-44347,,,,-6.18
-44391,,,,-5.7
-44434,,,,-5.72
-44476,,,,-4.85
-44515,,,,-4.57
-44553,,,,-4.03
-44591,,,,-5.64
-44633,,,,-5.51
-44674,,,,-5.05
-44715,,,,-5.68
-44756,,,,-5.25
-44798,,,,-6.58
-44843,,,,-6.49
-44889,,,,-6.86
-44935,,,,-5.88
-44980,,,,-6.44
-45024,,,,-6.44
-45069,,,,-6.17
-45114,,,,-6.75
-45161,,,,-6.8
-45207,,,,-6.24
-45252,,,,-6.44
-45296,,,,-4.97
-45339,,,,-6.67
-45383,,,,-6.64
-45430,,,,-7.15
-45477,,,,-6.59
-45524,,,,-6.97
-45571,,,,-6.73
-45618,,,,-7.0
-45666,,,,-7.2
-45713,,,,-6.24
-45759,,,,-6.27
-45805,,,,-7.13
-45853,,,,-7.66
-45902,,,,-6.65
-45950,,,,-7.25
-45999,,,,-8.94
-46054,,,,-7.92
-46107,,,,-8.02
-46160,,,,-8.55
-46214,,,,-7.94
-46267,,,,-7.31
-46317,,,,-7.99
-46368,,,,-6.8
-46416,,,,-6.63
-46463,,,,-6.8
-46510,,,,-7.31
-46560,,,,-7.0
-46608,,,,-8.51
-46663,,,,-7.56
-46713,,,,-6.93
-46761,,,,-8.32
-46815,,,,-8.17
-46868,,,,-7.08
-46917,,,,-7.01
-46965,,,,-6.54
-47012,,,,-7.57
-47062,,,,-7.67
-47113,,,,-7.59
-47164,,,,-8.17
-47216,,,,-7.28
-47267,,,,-8.05
-47319,,,,-7.64
-47371,,,,-8.39
-47424,,,,-7.36
-47475,,,,-7.96
-47527,,,,-7.16
-47576,,,,-6.75
-47624,,,,-7.54
-47674,,,,-7.45
-47723,,,,-6.1
-47770,,,,-7.7
-47820,,,,-7.67
-47870,,,,-6.3
-47918,,,,-7.67
-47968,,,,-7.49
-48019,,,,-8.18
-48071,,,,-7.06
-48120,,,,-6.64
-48168,,,,-6.96
-48215,,,,-6.5
-48262,,,,-7.02
-48310,,,,-7.53
-48361,,,,-7.5
-48411,,,,-7.06
-48460,,,,-7.05
-48508,,,,-5.64
-48553,,,,-7.17
-48601,,,,-7.43
-48651,,,,-8.11
-48702,,,,-6.25
-48750,,,,-7.02
-48798,,,,-7.48
-48847,,,,-6.59
-48896,,,,-7.5
-48945,,,,-7.37
-48995,,,,-6.69
-49043,,,,-6.71
-49090,,,,-7.84
-49142,,,,-7.38
-49192,,,,-7.38
-49242,,,,-7.22
-49292,,,,-6.95
-49340,,,,-7.02
-49389,,,,-6.77
-49436,,,,-7.21
-49485,,,,-6.61
-49532,,,,-6.42
-49578,,,,-5.98
-49624,,,,-7.41
-49672,,,,-6.57
-49720,,,,-7.35
-49768,,,,-6.11
-49815,,,,-6.64
-49861,,,,-5.49
-49904,,,,-6.81
-49951,,,,-6.26
-49996,,,,-5.97
-50039,,,,-4.62
-50082,,,,-6.36
-50124,,,,-5.24
-50167,,,,-6.23
-50212,,,,-7.27
-50261,,,,-6.32
-50308,,,,-6.86
-50355,,,,-6.32
-50401,,,,-6.75
